Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,247.17999267578125,29299900
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,246.22999572753906,33641600
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,239.0,36684400
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,243.02999877929688,29624300
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,248.14999389648438,23868600
